"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Dayro Perez","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".174",".191",".365",".161","","-9","0.0","0.0","","-0.1","0.0","0.0","sa3009299"
"Aaron Familia","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".188",".218",".406",".179","","2","0.0","0.0","","-0.1","0.0","0.0","sa916733"
"Francisco Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".203",".253",".455",".197","","15","0.0","0.0","","-0.1","0.0","0.0","sa3006547"
"Mishael Deson","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".222",".261",".483",".210","","9","0.0","0.0","","-0.1","0.0","0.0","sa3008828"
"Alberis Ferrer","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".182",".206",".388",".171","","-3","0.0","0.0","","-0.1","0.0","0.0","sa3005584"
"Diego Maican","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".193",".219",".412",".181","","3","0.0","0.0","","-0.1","0.0","0.0","sa3006564"
"Xionel Garcia","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".192",".221",".413",".181","","3","0.0","0.0","","-0.1","0.0","0.0","sa3005560"
"Ismael Jaime","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".197",".232",".429",".187","","8","0.0","0.0","","-0.1","0.0","0.0","sa3003287"
"Daniel Paulino","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".217",".409",".180","","8","0.0","0.0","","-0.1","0.0","0.0","sa3003380"
"Andres Martin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".195",".219",".414",".182","","5","0.0","0.0","","-0.1","0.0","0.0","sa872737"
"Andres Monzon","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".183",".210",".394",".173","","3","0.0","0.0","","-0.1","0.0","0.0","sa3008833"
"Marlin Made","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".190",".236",".426",".184","","3","0.0","0.0","","-0.1","0.0","0.0","sa3005480"
"Erys Bautista","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".195",".238",".433",".188","","8","0.0","0.0","","-0.1","0.0","0.0","sa3008846"
"Claudio Ramirez","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".196",".213",".409",".181","","8","0.0","0.0","","-0.1","0.0","0.0","sa3005783"
"Meibrys Viloria","Royals","21","83","75","18","4","0","1","8","8","6","20","1","1","0","",".242",".298",".351",".649",".281","","70","0.0","0.4","","-3.2","2.1","0.0","17109"
"Omar Matos","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".194",".198",".391",".174","","2","0.0","0.0","","-0.1","0.0","0.0","sa3007517"
"Cristian Heredia","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".189",".228",".417",".182","","8","0.0","0.0","","-0.1","0.0","0.0","sa3005731"
"Walker Robbins","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".191",".222",".413",".181","","8","0.0","0.0","","-0.1","0.0","0.0","sa918023"
"Nicholas Shumpert","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".178",".196",".374",".165","","-6","0.0","0.0","","-0.1","0.0","0.0","sa875232"
"Roberto Molina","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".176",".189",".364",".162","","-9","0.0","0.0","","-0.1","0.0","0.0","sa3003299"
"Jorgen Rosas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".187",".206",".393",".173","","-1","0.0","0.0","","-0.1","0.0","0.0","sa872449"
"Alex De Jesus","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".175",".193",".368",".162","","-4","0.0","0.0","","-0.1","0.0","0.0","sa3008842"
"Luvin Valbuena","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".174",".190",".365",".161","","-9","0.0","0.0","","-0.1","0.0","0.0","sa917188"
"Jon Littell","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".190",".219",".409",".180","","8","0.0","0.0","","-0.1","0.0","0.0","sa3007630"
"Ronny Novas","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".222",".253",".475",".208","","8","0.0","0.0","","-0.1","0.0","0.0","sa3008957"
"Jose Palma","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".201",".226",".426",".188","","8","0.0","0.0","","-0.1","0.0","0.0","sa3003411"
"Fernando Valdez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".188",".228",".416",".182","","5","0.0","0.0","","-0.1","0.0","0.0","sa917280"
"Jose Verrier","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".178",".192",".370",".165","","-4","0.0","0.0","","-0.1","0.0","0.0","sa3006882"
"Anderson Comas","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".183",".218",".401",".175","","2","0.0","0.0","","-0.1","0.0","0.0","sa3003268"
"Jeremy Ydens","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".196",".238",".434",".189","","8","0.0","0.0","","-0.1","0.0","0.0","sa3010852"
"Erickvi Celedonio","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".188",".216",".404",".177","","2","0.0","0.0","","-0.1","0.0","0.0","sa3005572"
"Yeikel Blandin","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".219",".259",".478",".207","","8","0.0","0.0","","-0.1","0.0","0.0","sa3003351"
"Jevi Hernandez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".194",".234",".428",".186","","7","0.0","0.0","","-0.1","0.0","0.0","sa3003415"
"Josue Cruz","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".185",".226",".412",".180","","2","0.0","0.0","","-0.1","0.0","0.0","sa3005577"
"Nicolas Febres","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".208",".233",".442",".194","","12","0.0","0.0","","-0.1","0.0","0.0","sa3003252"
"Arturo Guerrero","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".180",".209",".389",".172","","2","0.0","0.0","","-0.1","0.0","0.0","sa3005936"
"Henyer Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".182",".189",".371",".165","","-6","0.0","0.0","","-0.1","0.0","0.0","sa3010874"
"DJ Gladney","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".168",".212",".379",".165","","-4","0.0","0.0","","-0.1","0.0","0.0","sa3010043"
"Moises De La Cruz","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".184",".187",".371",".166","","-10","0.0","0.0","","-0.1","0.0","0.0","sa3005585"
"Jeikol Contreras","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".181",".217",".397",".174","","-4","0.0","0.0","","-0.1","0.0","0.0","sa3003333"
"Wilker Velasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".188",".202",".391",".172","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3008364"
"Eliam Arias","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".179",".192",".371",".164","","-7","0.0","0.0","","-0.1","0.0","0.0","sa3006211"
"Nelson B Alvarez","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".198",".236",".433",".191","","11","0.0","0.0","","-0.1","0.0","0.0","sa873204"
"Bryan Connell","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".178",".220",".398",".174","","2","0.0","0.0","","-0.1","0.0","0.0","sa916736"
"Moises Gonzalez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".188",".213",".401",".177","","7","0.0","0.0","","-0.1","0.0","0.0","sa3003357"
"Jothson Flores","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".190",".204",".394",".174","","-4","0.0","0.0","","-0.1","0.0","0.0","sa3005241"
"Harold Castro","Tigers","5","21","20","5","1","0","0","2","2","1","4","0","0","0","",".263",".289",".360",".649",".277","","68","0.0","-0.1","","-0.8","0.0","0.0","14691"
"Franklin Linares","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".187",".215",".402",".177","","7","0.0","0.0","","-0.1","0.0","0.0","sa3009820"
"Aldrich De Jongh","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".186",".225",".412",".179","","7","0.0","0.0","","-0.1","0.0","0.0","sa3007974"
"Sebastian Ochoa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".193",".220",".413",".181","","4","0.0","0.0","","-0.1","0.0","0.0","sa917417"
"Tyler Callihan","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".188",".224",".412",".179","","1","0.0","0.0","","-0.1","0.0","0.0","sa1169610"
"Rudy Rott","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".206",".255",".460",".199","","16","0.0","0.0","","-0.1","0.0","0.0","sa3010600"
"Justin Oferman","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".208",".220",".428",".189","","-4","0.0","0.0","","-0.1","0.0","0.0","sa3006216"
"Gaspar Palacio","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".188",".206",".394",".174","","-4","0.0","0.0","","-0.1","0.0","0.0","sa187955"
"Jose Ramos","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".188",".219",".408",".179","","7","0.0","0.0","","-0.1","0.0","0.0","sa3008845"
"Albert Avila","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".186",".202",".388",".172","","2","0.0","0.0","","-0.1","0.0","0.0","sa3006204"
"Ezequiel Pagan","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".198",".222",".420",".184","","7","0.0","0.0","","-0.1","0.0","0.0","sa3007975"
"Anderson Bohorquez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".188",".214",".402",".176","","7","0.0","0.0","","-0.1","0.0","0.0","sa883288"
"Kember Nacero","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".179",".185",".364",".162","","-10","0.0","0.0","","-0.1","0.0","0.0","sa3005150"
"Robert Gonzalez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".202",".227",".429",".190","","2","0.0","0.0","","-0.1","0.0","0.0","sa3005919"
"Fadriel Cruz","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".217",".227",".445",".197","","1","0.0","0.0","","-0.1","0.0","0.0","sa3005476"
"Luis Veloz","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".180",".210",".390",".171","","1","0.0","0.0","","-0.1","0.0","0.0","sa3002850"
"Jess Williams","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".188",".217",".405",".177","","1","0.0","0.0","","-0.1","0.0","0.0","sa3007024"
"Yordi Francisco","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".189",".224",".413",".180","","7","0.0","0.0","","-0.1","0.0","0.0","sa917144"
"Estanli Castillo","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".181",".210",".391",".171","","1","0.0","0.0","","-0.1","0.0","0.0","sa3008763"
"Tyler Tolbert","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".191",".217",".407",".179","","1","0.0","0.0","","-0.1","0.0","0.0","sa3010337"
"Jose Torrealba","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".191",".220",".412",".180","","4","0.0","0.0","","-0.1","0.0","0.0","sa871439"
"Angel Basabe","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".190",".226",".417",".182","","7","0.0","0.0","","-0.1","0.0","0.0","sa3006432"
"Ezequiel Alvarez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".195",".224",".419",".184","","7","0.0","0.0","","-0.1","0.0","0.0","sa3009559"
"Francisco Martinez","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".183",".225",".407",".177","","1","0.0","0.0","","-0.1","0.0","0.0","sa3002630"
"Luis Encarnacion","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".196",".251",".447",".194","","13","0.0","0.0","","-0.1","0.0","0.0","sa830207"
"Robert Javier","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".185",".216",".401",".176","","1","0.0","0.0","","-0.1","0.0","0.0","sa3003187"
"Jose Patino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".192",".220",".411",".180","","4","0.0","0.0","","-0.1","0.0","0.0","sa872801"
"PK Morris","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".198",".235",".433",".190","","11","0.0","0.0","","-0.1","0.0","0.0","sa3005037"
"Jeremias Portorreal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".191",".219",".410",".180","","4","0.0","0.0","","-0.1","0.0","0.0","sa828441"
"Willie Joe Garry Jr.","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".186",".220",".406",".177","","1","0.0","0.0","","-0.1","0.0","0.0","sa3007065"
"Jesus Graterol","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".186",".201",".387",".171","","-2","0.0","0.0","","-0.1","0.0","0.0","sa917138"
"Rolando Espinosa","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".171",".196",".367",".162","","-5","0.0","0.0","","-0.1","0.0","0.0","sa3005774"
"Cabera Weaver","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".184",".208",".392",".173","","1","0.0","0.0","","-0.1","0.0","0.0","sa3006866"
"Angel Gomez","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".189",".217",".406",".178","","1","0.0","0.0","","-0.1","0.0","0.0","sa3008854"
"Luis Rodriguez","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".176",".184",".360",".160","","-5","0.0","0.0","","-0.1","0.0","0.0","sa917322"
"Smith Vargas","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".192",".213",".405",".179","","6","0.0","0.0","","-0.1","0.0","0.0","sa3008928"
"Trey Ganns","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".201",".243",".444",".193","","13","0.0","0.0","","-0.1","0.0","0.0","sa3004522"
"Grayson Byrd","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".206",".248",".453",".197","","15","0.0","0.0","","-0.1","0.0","0.0","sa3010387"
"Sean Reynolds","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".196",".239",".434",".191","","15","0.0","0.0","","-0.1","0.0","0.0","sa917966"
"Juan Carlos Smith","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".189",".237",".426",".184","","6","0.0","0.0","","-0.1","0.0","0.0","sa919974"
"Ervis Marchan","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".208",".246",".454",".197","","15","0.0","0.0","","-0.1","0.0","0.0","sa3005127"
"Andry Arias","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".198",".230",".427",".187","","6","0.0","0.0","","-0.1","0.0","0.0","sa3005735"
"Ismael Alcantara","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".189",".215",".404",".177","","6","0.0","0.0","","-0.1","0.0","0.0","sa3002862"
"Gavin Jones","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".171",".195",".366",".161","","-5","0.0","0.0","","-0.1","0.0","0.0","sa3010049"
"Jose Reyes","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".182",".209",".392",".172","","1","0.0","0.0","","-0.1","0.0","0.0","sa3005490"
"Jan Cabrera","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".184",".215",".399",".175","","6","0.0","0.0","","-0.1","0.0","0.0","sa3006437"
"Carlos Dominguez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".182",".218",".400",".175","","6","0.0","0.0","","-0.1","0.0","0.0","sa3009191"
"Jesus Parra","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".189",".213",".402",".177","","1","0.0","0.0","","-0.1","0.0","0.0","sa3008867"
"Grant McCray","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".191",".209",".401",".177","","6","0.0","0.0","","-0.1","0.0","0.0","sa3010042"
"Enrique Batista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".186",".200",".385",".170","","-3","0.0","0.0","","-0.1","0.0","0.0","sa3003304"
"Luis Yan","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".189",".215",".404",".177","","6","0.0","0.0","","-0.1","0.0","0.0","sa3005475"
"Daniel Castillo","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".183",".196",".379",".168","","-5","0.0","0.0","","-0.1","0.0","0.0","sa3005545"
"Stanley Rosario","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".182",".215",".397",".175","","1","0.0","0.0","","-0.1","0.0","0.0","sa3006898"
"Micah Bello","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".192",".230",".422",".185","","6","0.0","0.0","","-0.1","0.0","0.0","sa3006883"
"Abraham Rodriguez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".190",".230",".420",".183","","6","0.0","0.0","","-0.1","0.0","0.0","sa917353"
"Andrew Caraballo","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".184",".193",".377",".168","","0","0.0","0.0","","-0.1","0.0","0.0","sa3003359"
"Joe Robbins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".182",".199",".380",".170","","-3","0.0","0.0","","-0.1","0.0","0.0","sa3006659"
"Johan Lopez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".200",".228",".428",".188","","0","0.0","0.0","","-0.1","0.0","0.0","sa3008908"
"Walking Cabrera","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".212",".258",".471",".205","","6","0.0","0.0","","-0.1","0.0","0.0","sa3005240"
"Sandy Martinez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".167",".194",".361",".158","","-11","0.0","0.0","","-0.1","0.0","0.0","sa3002707"
"Zach Hall","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".210",".261",".471",".205","","6","0.0","0.0","","-0.1","0.0","0.0","sa3006682"
"Hector Vizcaino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".178",".184",".362",".161","","-8","0.0","0.0","","-0.1","0.0","0.0","sa3005505"
